Year,Genre,Sentence
2009,History & Historical Fiction,"Benjamin Franklin would, I think, have been pleased, even tickled by the election of Barack Obama as president."
2017,History & Historical Fiction,Leonardo da Vinci had the good luck to be born out of wedlock.
1982,History & Historical Fiction,"Niki, the name we finally gave my younger daughter, is not an abbreviation; it was a compromise I reached with her father. For paradoxically it was he who wanted to give her a Japanese name, and Iperhaps out of some selfish desire not to be reminded of the pastinsisted on an English one. He finally agreed to Niki, thinking it had some vague echo of the East about it."
1931,History & Historical Fiction,The past is a scene from which the light is slowly fading.
2023,History & Historical Fiction,"Micheline threw the still-smoldering Gauloises cigarette to the ground and crushed it with the high heel of her black leather boot. Then she marched across the darkened Paris street and grabbed the man shed never seen before by the lapels, throwing him back against the stained brick wall of the station. Kiss me! she ordered in English, whispering tersely."
1922,History & Historical Fiction,"Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lather on which a mirror and razor lay crossed."
2006,History & Historical Fiction,"For some weeks Edith left the opened letter on the white mantelpiece in the sitting room. It would have been easyforefinger and thumb, a flick of the wristto consign it to the beech-log fire she always lit in winter before tea."
1982,History & Historical Fiction,"In Polands deepest autumn, a tall young man in an expensive overcoat, double-breasted dinner jacket beneath it andin the lapel of the dinner jacketa large ornamental gold-on-black enamel swastika, emerged from a fashionable apartment block in Straszewskiego Street on the edge of the ancient center of Crakow, and saw his chauffeur waiting with fuming breath by the open door of an enormous and, even in this blackened world, lustrous Adler limousine. Watch the pavement, Herr Schindler, said the chauffeur. Its icy like a widows heart."
1956,History & Historical Fiction,"This is a book about that most admirable of human virtuescourage. Grace under pressure, Ernest Hemingway defined it."
1993,History & Historical Fiction,Sigmund Freud and Carl Jung met for the first time on 3 March 1907. They talked for thirteen hours straight.
2016,History & Historical Fiction,Yesterday I tried to kill myself. It wasnt that I wanted to die as much as the fact that I wanted the pain to stop.
2020,History & Historical Fiction,"I am Ana. I was the wife of Jesus ben Joseph of Nazareth. I called him Beloved and he, laughing, called me Little Thunder."
2014,History & Historical Fiction,"As they were leaving the Mumbanyo, someone threw something at them. It bobbed a few yards from the stern of the canoe. A pale brown thing. Another dead baby, Fen said."
1984,History & Historical Fiction,"Nothing moved but the wind and only a few last, lingering drops of rain, only a blowing of water off the ruined wall. Listening, I heard no other sound. My imagination was creating foes where none existed."
2003,History & Historical Fiction,"In Chicago at the end of the nineteenth century amid the smoke of industry and the clatter of trains there lived two men, both handsome, both blue-eyed, and both unusually adept at their chosen skills. Each embodied an element of the great dynamic that characterized the rush of America toward the twentieth century."
2023,History & Historical Fiction,"There are two kinds of people in this world: those who live with shame, and those who die from it."
2024,History & Historical Fiction,Historians of the relation between art and advertising might ponder the sex life of the praying mantis.
